Name,Scientific Name,Class,Family,Lifespan (years),Top Speed (km/h),Weight (kg),Length (cm),Diet,Population Trend,Population Status,Mating Behavior,Arid Climate,Cold Climate,Polar Climate,Temperate Climate,Tropical Climate,Africa,Antarctica,Asia,Europe,North America,Oceania,South America
Northern Quoll,Dasyurus hallucatus,Mammalia,Dasyuridae,2.0,24.0,0.735,30.95,1,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0
Northern Saw-Whet Owl,Aegolius acadicus,Aves,Strigidae,11.5,66.8076923076923,0.102,19.5,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Northern Short-Tailed Shrew,Blarina brevicauda,Mammalia,Soricidae,2.0,41.829850746268654,0.022000000000000002,12.4,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Northern Shoveler,Spatula clypeata,Aves,Anatidae,11.0,66.8076923076923,0.6,48.0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1
Northern Sportive Lemur,Lepilemur septentrionalis,Mammalia,Lepilemuridae,11.5,41.829850746268654,0.75,28.0,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Northern Tamandua,Tamandua mexicana,Mammalia,Myrmecophagidae,9.0,41.829850746268654,4.0,116.0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1
Northern Treeshrew,Tupaia belangeri,Mammalia,Tupaiidae,7.0,41.829850746268654,0.16,33.5,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0
Northern Water Snake,Nerodia sipedon,Reptilia,Colubridae,9.5,22.147727272727273,0.244,135.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
North Pacific Right Whale,Eubalaena japonica,Mammalia,Balaenidae,75.0,9.0,65000.0,1650.0,1,0,2,1,0,1,1,1,0,0,0,1,0,1,0,0
Norway Lemming,Lemmus lemmus,Mammalia,Cricetidae,2.0,5.0,0.075,12.5,2,2,1,2,0,1,1,1,0,0,0,1,1,0,0,0
Nose-Horned Viper,Vipera ammodytes,Reptilia,Viperidae,22.0,22.147727272727273,28.274673913043493,90.0,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0
Nubian Ibex,Capra nubiana,Mammalia,Bovidae,13.5,41.829850746268654,50.0,115.0,2,1,2,1,0,0,0,1,1,1,0,1,0,0,0,0
Numbat,Myrmecobius fasciatus,Mammalia,Myrmecobiidae,5.5,32.0,0.415,22.0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0
Nyala,Tragelaphus angasii,Mammalia,Bovidae,17.5,41.829850746268654,97.5,165.0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Ocelot,Leopardus pardalis,Mammalia,Felidae,13.5,61.0,13.0,84.0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
Okapi,Okapia johnstoni,Mammalia,Giraffidae,26.5,60.0,275.0,200.0,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Okarito Kiwi,Apteryx rowi,Aves,Apterygidae,41.0,66.8076923076923,1.5,49.30568669527897,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0
Olinguito,Bassaricyon neblina,Mammalia,Procyonidae,22.5,41.829850746268654,0.9,35.5,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1
Olive Baboon,Papio anubis,Mammalia,Cercopithecidae,27.5,45.0,23.5,82.0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Olympic Marmot,Marmota olympus,Mammalia,Sciuridae,4.0,41.829850746268654,7.0,71.0,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Omura's Whale,Balaenoptera omurai,Mammalia,Balaenopteridae,43.0,41.829850746268654,20.0,1000.0,1,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1
Onager,Equus hemionus,Mammalia,Equidae,20.0,67.0,245.0,200.0,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0
Oncilla,Leopardus tigrinus,Mammalia,Felidae,17.0,41.829850746268654,2.0,48.5,1,1,2,0,1,0,0,1,1,0,0,0,0,1,0,1
Orange-Winged Amazon,Amazona amazonica,Aves,Psittacidae,60.0,66.8076923076923,0.385,32.0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Oribi,Ourebia ourebi,Mammalia,Bovidae,11.0,41.829850746268654,17.0,101.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Oriental Garden Lizard,Calotes versicolor,Reptilia,Agamidae,5.0,22.147727272727273,28.274673913043493,37.0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Oriental Ratsnake,Ptyas mucosa,Reptilia,Colubridae,11.0,22.147727272727273,0.9079999999999999,150.0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Oriental Small-Clawed Otter,Aonyx cinerea,Mammalia,Mustelidae,13.5,41.829850746268654,718.2787728894176,53.0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0
Orinoco Crocodile,Crocodylus intermedius,Reptilia,Crocodylidae,70.0,22.147727272727273,290.0,400.0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Osprey,Pandion haliaetus,Aves,Pandionidae,16.0,128.0,1.0,58.0,1,3,1,0,0,1,0,1,1,1,0,1,1,1,1,1
Ostrich,Struthio camelus,Aves,Struthionidae,45.0,70.0,104.0,49.30568669527897,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0
Pacific Black Duck,Anas superciliosa,Aves,Anatidae,2.0,66.8076923076923,1.0,57.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Pacific Golden Plover,Pluvialis fulva,Aves,Charadriidae,15.0,80.0,0.105,24.5,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0
Pacific White-Sided Dolphin,Lagenorhynchus obliquidens,Mammalia,Delphinidae,40.0,55.0,175.0,200.0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
Painted Stork,Mycteria leucocephala,Aves,Ciconiidae,28.0,66.8076923076923,2.5,97.5,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Painted Turtle,Chrysemys picta,Reptilia,Emydidae,25.0,22.147727272727273,0.4,16.0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Pale-Throated Three-Toed Sloth,Bradypus tridactylus,Mammalia,Bradypodidae,18.121026894865526,41.829850746268654,4.5,60.0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Pallas's Cat,Otocolobus manul,Mammalia,Felidae,9.5,41.829850746268654,3.0,55.5,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
Palm Cockatoo,Probosciger aterrimus,Aves,Cacatuidae,50.0,69.0,0.456,57.5,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Pampas Cat,Leopardus pajeros,Mammalia,Felidae,12.5,41.829850746268654,5.0,60.5,1,1,1,2,1,0,1,1,1,0,0,0,0,0,0,1
Pampas Deer,Ozotoceros bezoarticus,Mammalia,Cervidae,16.0,41.829850746268654,28.0,114.29540507859738,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Panamanian Night Monkey,Aotus zonalis,Mammalia,Aotidae,18.121026894865526,41.829850746268654,0.902,114.29540507859738,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Panamanian White-Faced Capuchin,Cebus imitator,Mammalia,Cebidae,18.121026894865526,41.829850746268654,718.2787728894176,39.4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Pancake Tortoise,Malacochersus tornieri,Reptilia,Testudinidae,30.0,8.0,0.45299999999999996,16.5,2,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0
Panther Chameleon,Furcifer pardalis,Reptilia,Chamaeleonidae,3.0,22.147727272727273,0.12,104.66383928571429,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Pantropical Spotted Dolphin,Stenella attenuata,Mammalia,Delphinidae,45.0,28.0,120.0,150.0,1,0,1,2,0,0,0,1,1,1,0,1,0,1,1,1
Parma Wallaby,Macropus parma,Mammalia,Macropodidae,10.5,60.0,4.0,0.0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Patagonian Mara,Dolichotis patagonum,Mammalia,Caviidae,8.5,45.0,12.0,72.0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Patas Monkey,Erythrocebus patas,Mammalia,Cercopithecidae,19.5,55.0,11.5,74.0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
Peale's Dolphin,Lagenorhynchus australis,Mammalia,Delphinidae,13.0,41.829850746268654,115.0,200.0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
Pelagic Cormorant,Phalacrocorax pelagicus,Aves,Phalacrocoracidae,18.0,66.8076923076923,1.956,76.5,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
Père David's Deer,Elaphurus davidianus,Mammalia,Cervidae,18.0,41.829850746268654,167.5,200.0,2,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Peregrine Falcon,Falco peregrinus,Aves,Falconidae,22.0,389.0,0.166,46.0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Perentie,Varanus giganteus,Reptilia,Varanidae,17.5,22.147727272727273,17.5,150.0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0
Persian Fallow Deer,Dama dama mesopotamica,Mammalia,Cervidae,15.0,41.829850746268654,70.0,114.29540507859738,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Persian Onager,Equus hemionus onager,Mammalia,Equidae,40.0,70.0,230.0,200.0,2,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
Peruvian Spider Monkey,Ateles chamek,Mammalia,Atelidae,34.0,41.829850746268654,718.2787728894176,700.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Philippine Cobra,Naja philippinensis,Reptilia,Elapidae,20.0,22.147727272727273,28.274673913043493,100.0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Philippine Crocodile,Crocodylus mindorensis,Reptilia,Crocodylidae,75.0,24.5,140.0,300.0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Philippine Eagle,Pithecophaga jefferyi,Aves,Accipitridae,45.0,100.0,6.0,94.0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Philippine Flying Lemur,Cynocephalus volans,Mammalia,Cynocephalidae,17.0,41.829850746268654,1.0,39.0,2,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Philippine Tarsier,Carlito syrichta,Mammalia,Tarsiidae,16.0,40.0,0.125,12.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Pied-Billed Grebe,Podilymbus podiceps,Aves,Podicipedidae,11.0,66.8076923076923,0.41,34.5,1,2,1,0,0,1,0,1,1,0,0,0,0,1,0,1
Pied Crow,Corvus albus,Aves,Corvidae,13.0,66.8076923076923,0.52,49.0,0,2,1,0,1,0,0,1,1,1,0,1,0,0,0,0
Pied Kingfisher,Ceryle rudis,Aves,Alcedinidae,4.0,50.0,0.085,27.0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
Pig-Nosed Turtle,Carettochelys insculpta,Reptilia,Carettochelyidae,27.5,22.147727272727273,28.274673913043493,70.0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0
Pileated Woodpecker,Dryocopus pileatus,Aves,Picidae,11.0,66.8076923076923,0.325,44.5,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Pine Marten,Martes martes,Mammalia,Mustelidae,13.5,41.829850746268654,1.0,47.5,0,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0
Pine Siskin,Spinus pinus,Aves,Fringillidae,3.0,66.8076923076923,0.015,12.5,2,2,1,0,1,1,1,1,1,0,0,0,0,1,0,0
Pine Snake,Pituophis melanoleucus,Reptilia,Colubridae,7.5,22.147727272727273,2.5,125.0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Pink Fairy Armadillo,Chlamyphorus truncatus,Mammalia,Chlamyphoridae,7.0,41.829850746268654,0.12,10.25,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Pink-Footed Goose,Anser brachyrhynchus,Aves,Anatidae,20.0,60.0,2.0,67.5,2,3,1,0,0,1,1,1,0,0,0,0,1,1,0,0
Pink Pigeon,Nesoenas mayeri,Aves,Columbidae,14.0,66.8076923076923,0.35,37.0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Painted Bunting,Passerina ciris,Aves,Cardinalidae,12.0,66.8076923076923,0.016,13.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinyon Mouse,Peromyscus truei,Mammalia,Cricetidae,18.121026894865526,41.829850746268654,0.022000000000000002,20.1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Piping Plover,Charadrius melodus,Aves,Charadriidae,19.28736842105263,66.8076923076923,0.053,17.0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Plain-Bellied Water Snake,Nerodia erythrogaster,Reptilia,Colubridae,11.5,22.147727272727273,0.401,99.0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0
Plains Garter Snake,Thamnophis radix,Reptilia,Colubridae,8.0,22.147727272727273,28.274673913043493,0.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Plains Rat,Pseudomys australis,Mammalia,Muridae,2.5,41.829850746268654,0.065,11.75,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
Plains Zebra,Equus quagga,Mammalia,Equidae,24.5,65.0,280.0,200.0,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0
Platypus,Ornithorhynchus anatinus,Mammalia,Ornithorhynchidae,16.0,35.0,1.0,46.5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Polar Bear,Ursus maritimus,Mammalia,Ursidae,27.5,40.0,475.0,150.0,1,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0
Polynesian Rat,Rattus exulans,Mammalia,Muridae,13.5,41.829850746268654,0.06,114.29540507859738,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0,0
Pond Slider,Trachemys scripta,Reptilia,Emydidae,35.0,22.147727272727273,0.003,19.5,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Potto,Perodicticus potto,Mammalia,Lorisidae,26.0,41.829850746268654,0.3,34.5,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Powerful Owl ,Ninox strenua,Aves,Strigidae,15.0,66.8076923076923,1.5,55.0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Prairie Falcon,Falco mexicanus,Aves,Falconidae,14.0,72.0,0.76,42.0,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Prairie Kingsnake,Lampropeltis calligaster,Reptilia,Colubridae,19.0,22.147727272727273,0.195,89.0,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Prairie Rattlesnake,Crotalus viridis,Reptilia,Viperidae,20.0,22.147727272727273,0.294,125.5,1,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Prairie Vole,Microtus ochrogaster,Mammalia,Cricetidae,2.0,9.0,0.05,15.25,2,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0
Prehesile-Tailed Porcupine,Coendou prehensilis,Mammalia,Erethizontidae,22.0,3.0,3.5,45.0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Pretty-Faced Wallaby,Macropus parryi,Mammalia,Macropodidae,10.0,41.829850746268654,16.5,114.29540507859738,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Proboscis Monkey,Nasalis larvatus,Mammalia,Cercopithecidae,18.0,24.0,14.5,64.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Pronghorn,Antilocapra americana,Mammalia,Antilocapridae,11.0,96.0,49.5,100.0,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0
Przewalski's Horse,Equus ferus,Mammalia,Equidae,22.5,69.0,250.0,200.0,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Puff Adder,Bitis arietans,Reptilia,Viperidae,14.5,22.147727272727273,6.0,100.0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
Purple Gallinule,Porphyrio martinicus,Aves,Rallidae,22.0,66.8076923076923,0.223,31.5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Purple Martin,Progne subis,Aves,Hirundinidae,13.0,64.0,0.052000000000000005,19.5,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Pygmy Hippo,Choeropsis liberiensis,Mammalia,Hippopotamidae,40.0,30.0,227.5,162.5,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
Pygmy Hog,Porcula salvania,Mammalia,Suidae,11.0,41.829850746268654,8.5,63.0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0
Pygmy Marmoset,Cebuella pygmaea,Mammalia,Callitrichidae,14.5,40.0,0.113,13.5,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1
Pygmy Rattlesnake,Sistrurus miliarius,Reptilia,Viperidae,16.0,22.147727272727273,0.623,50.0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Pygmy Right Whale,Caperea marginata,Mammalia,Cetotheriidae,50.0,41.829850746268654,3.0,600.0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1
Pygmy Slow Loris,Nycticebus pygmaeus,Mammalia,Lorisidae,20.0,41.829850746268654,0.47,21.0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0
Pygmy Tarsier,Tarsius pumilus,Mammalia,Tarsiidae,16.0,40.0,0.057,10.0,1,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0
Pyrenean Desman,Galemys pyrenaicus,Mammalia,Talpidae,3.0,41.829850746268654,0.057999999999999996,12.5,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0
Queen Snake,Regina septemvittata,Reptilia,Colubridae,19.0,22.147727272727273,28.274673913043493,61.0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Quokka,Setonix brachyurus,Mammalia,Macropodidae,7.5,32.0,3.5,47.0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0
Raccoon,Procyon lotor,Mammalia,Procyonidae,11.0,24.0,8.0,55.0,0,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0
Raccoon Dog,Nyctereutes procyonoides,Mammalia,Canidae,8.5,40.0,6.5,57.5,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0
Radiated Tortoise,Astrochelys radiata,Reptilia,Testudinidae,70.0,0.0,16.0,41.0,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
Rainbow Boa,Epicrates cenchria,Reptilia,Boidae,15.0,22.147727272727273,0.5,150.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Rakali,Hydromys chrysogaster,Mammalia,Muridae,3.5,41.829850746268654,0.171,30.05,1,0,1,2,0,0,0,1,1,0,0,1,0,0,1,0
Hawaiian Hawk,Buteo solitarius,Aves,Accipitridae,17.0,66.8076923076923,0.523,43.0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Arctic Tern,Sterna paradisaea,Aves,Laridae,30.0,40.0,0.106,34.5,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1
Red-Bellied Black Snake,Pseudechis porphyriacus,Reptilia,Elapidae,25.068493150684933,22.147727272727273,28.274673913043493,100.0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Red-Bellied Lemur,Eulemur rubriventer,Mammalia,Lemuridae,22.5,41.829850746268654,1.5,37.0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
Red-Bellied Woodpecker,Melanerpes carolinus,Aves,Picidae,12.0,66.8076923076923,0.073,24.0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Red Brocket,Mazama americana,Mammalia,Cervidae,11.5,41.829850746268654,36.0,124.5,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1
Red-Browed Finch,Neochmia temporalis,Aves,Estrildidae,6.5,66.8076923076923,0.011000000000000001,11.5,2,2,1,2,0,0,0,1,1,0,0,0,0,0,1,0
Red-Cockaded Woodpecker,Dryobates borealis,Aves,Picidae,14.0,66.8076923076923,0.048,20.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Red-Crested Cardinal,Paroaria coronata,Aves,Thraupidae,15.0,66.8076923076923,0.033,19.0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Red Crossbill,Loxia curvirostra,Aves,Fringillidae,8.0,66.8076923076923,0.036000000000000004,15.0,2,2,1,0,1,1,0,1,0,1,0,1,1,1,0,0
Red-Crowned Crane,Grus japonensis,Aves,Gruidae,50.0,64.0,7.0,125.5,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0
Red Deer,Cervus elaphus,Mammalia,Cervidae,20.0,70.0,180.0,205.0,2,3,1,1,0,1,0,1,0,1,0,1,1,1,0,0
Red-Eared Slider,Trachemys scripta elegans,Reptilia,Emydidae,30.0,22.147727272727273,28.274673913043493,17.5,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0
Red-Faced Spider Monkey,Ateles paniscus,Mammalia,Atelidae,40.0,41.829850746268654,8.5,55.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Red-Flanked Duiker,Cephalophus rufilatus,Mammalia,Bovidae,10.0,41.829850746268654,13.0,65.0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0
Red Fox,Vulpes vulpes,Mammalia,Canidae,10.0,50.0,8.5,67.5,1,2,1,0,0,1,0,1,0,1,0,1,1,1,1,0
Red-Fronted Lemur,Eulemur rufifrons,Mammalia,Lemuridae,22.5,41.829850746268654,2.0,41.5,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
Red Giant Flying Squirrel,Petaurista petaurista,Mammalia,Sciuridae,16.0,41.829850746268654,1.75,42.0,2,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0
Red-Handed Tamarin,Saguinus midas,Mammalia,Callitrichidae,13.0,40.0,0.475,24.0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Red-Headed Rock Agama,Agama agama,Reptilia,Agamidae,25.068493150684933,22.147727272727273,28.274673913043493,21.5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
Red-Headed Woodpecker,Melanerpes erythrocephalus,Aves,Picidae,10.5,66.8076923076923,0.076,22.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Red Howler Monkey,Alouatta seniculus,Mammalia,Atelidae,25.0,30.0,8.0,58.5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Red Junglefowl,Gallus gallus,Aves,Phasianidae,20.0,66.8076923076923,0.243,58.5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Red Kangaroo,Macropus rufus,Mammalia,Macropodidae,19.5,56.0,54.0,122.5,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
Red Kite,Milvus milvus,Aves,Accipitridae,25.0,183.0,0.401,65.0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
Red Knot,Calidris canutus,Aves,Scolopacidae,14.5,66.8076923076923,0.15,24.5,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Red-Legged Pademelon,Thylogale stigmatica,Mammalia,Macropodidae,9.0,41.829850746268654,4.5,46.5,2,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
Red Lemur,Eulemur rufus,Mammalia,Lemuridae,22.5,41.829850746268654,2.0,41.5,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0
Red-Lored Amazon,Amazona autumnalis,Aves,Psittacidae,77.5,66.8076923076923,0.4,33.5,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Red-Necked Pademelon,Thylogale thetis,Mammalia,Macropodidae,9.0,41.829850746268654,5.0,45.5,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Red-Necked Wallaby,Macropus rufogriseus,Mammalia,Macropodidae,11.0,64.0,15.5,65.0,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Red Panda,Ailurus fulgens,Mammalia,Ailuridae,11.0,38.0,4.5,57.0,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Red River Hog,Potamochoerus porcus,Mammalia,Suidae,17.5,41.829850746268654,80.0,122.5,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Red Ruffed Lemur,Varecia rubra,Mammalia,Lemuridae,17.5,41.829850746268654,3.0,53.0,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0
Red-rumped Agouti,Dasyprocta leporina,Mammalia,Dasyproctidae,17.5,41.829850746268654,4.5,56.0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Red-Shanked Douc,Pygathrix nemaeus,Mammalia,Cercopithecidae,25.0,41.829850746268654,9.5,57.5,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Red-Shouldered Hawk,Buteo lineatus,Aves,Accipitridae,22.5,55.0,0.625,49.5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Red Slender Loris,Loris tardigradus,Mammalia,Lorisidae,17.5,41.829850746268654,0.138,14.0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Red Squirrel,Sciurus vulgaris,Mammalia,Sciuridae,7.5,22.0,0.295,21.0,2,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0
Red-Tailed Cockatoo,Calyptorhynchus banksii,Aves,Cacatuidae,37.5,70.0,0.767,60.0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
Red-Tailed Hawk,Buteo jamaicensis,Aves,Accipitridae,20.0,64.0,0.345,55.0,1,3,1,0,0,1,0,1,1,0,0,0,0,1,1,1
Red-Tailed Monkey,Cercopithecus ascanius,Mammalia,Cercopithecidae,28.0,41.829850746268654,3.5,42.0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
Red-Tailed Squirrel,Sciurus granatensis,Mammalia,Sciuridae,8.5,41.829850746268654,0.374,42.5,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1
Red-Winged Blackbird,Agelaius phoeniceus,Aves,Icteridae,9.0,48.0,0.054000000000000006,20.0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
